"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","GDP","TOT","USD_CAP","A","1987",10625.799137,"E"
"ESP","GDP","TOT","USD_CAP","A","1988",11532.686841,"E"
"ESP","GDP","TOT","USD_CAP","A","1989",12535.128095,"E"
"ESP","GDP","TOT","USD_CAP","A","1990",13469.871984,"E"
"ESP","GDP","TOT","USD_CAP","A","1991",14247.309558,"E"
"ESP","GDP","TOT","USD_CAP","A","1992",14673.182354,"E"
"ESP","GDP","TOT","USD_CAP","A","1993",14834.904452,"E"
"ESP","GDP","TOT","USD_CAP","A","1994",15483.916711,"E"
"ESP","GDP","TOT","USD_CAP","A","1995",16219.254237,
"ESP","GDP","TOT","USD_CAP","A","1996",16914.814273,
"ESP","GDP","TOT","USD_CAP","A","1997",17863.919707,
"ESP","GDP","TOT","USD_CAP","A","1998",19018.232747,
"ESP","GDP","TOT","USD_CAP","A","1999",19915.643269,
"ESP","GDP","TOT","USD_CAP","A","2000",21537.62536,
"ESP","GDP","TOT","USD_CAP","A","2001",22977.316159,
"ESP","GDP","TOT","USD_CAP","A","2002",24367.743114,
"ESP","GDP","TOT","USD_CAP","A","2003",25049.173564,
"ESP","GDP","TOT","USD_CAP","A","2004",26227.783686,
"ESP","GDP","TOT","USD_CAP","A","2005",27696.446679,
"ESP","GDP","TOT","USD_CAP","A","2006",30844.812473,
"ESP","GDP","TOT","USD_CAP","A","2007",32584.782997,
"ESP","GDP","TOT","USD_CAP","A","2008",33442.500459,
"ESP","GDP","TOT","USD_CAP","A","2009",32381.981708,
"ESP","GDP","TOT","USD_CAP","A","2010",31964.115709,
"ESP","GDP","TOT","USD_CAP","A","2011",32072.688367,
"ESP","GDP","TOT","USD_CAP","A","2012",31992.80352,
"ESP","GDP","TOT","USD_CAP","A","2013",32622.659976,
"ESP","GDP","TOT","USD_CAP","A","2014",33728.362719,
"ESP","GDP","TOT","USD_CAP","A","2015",34844.144367,"P"
"ESP","GDP","TOT","USD_CAP","A","2016",36331.52557,"P"
"SWE","GDP","TOT","USD_CAP","A","1970",4840.335423,"E"
"SWE","GDP","TOT","USD_CAP","A","1971",5099.28876,"E"
"SWE","GDP","TOT","USD_CAP","A","1972",5425.730005,"E"
"SWE","GDP","TOT","USD_CAP","A","1973",5937.043869,"E"
"SWE","GDP","TOT","USD_CAP","A","1974",6657.670695,"E"
"SWE","GDP","TOT","USD_CAP","A","1975",7431.737968,"E"
"SWE","GDP","TOT","USD_CAP","A","1976",7893.705819,"E"
"SWE","GDP","TOT","USD_CAP","A","1977",8220.535086,"E"
"SWE","GDP","TOT","USD_CAP","A","1978",8925.854643,"E"
"SWE","GDP","TOT","USD_CAP","A","1979",10010.82897,"E"
"SWE","GDP","TOT","USD_CAP","A","1980",11077.817927,"E"
"SWE","GDP","TOT","USD_CAP","A","1981",12152.535318,"E"
"SWE","GDP","TOT","USD_CAP","A","1982",13059.756817,"E"
"SWE","GDP","TOT","USD_CAP","A","1983",13826.779829,"E"
"SWE","GDP","TOT","USD_CAP","A","1984",14908.625987,"E"
"SWE","GDP","TOT","USD_CAP","A","1985",15693.56046,"E"
"SWE","GDP","TOT","USD_CAP","A","1986",16401.797911,"E"
"SWE","GDP","TOT","USD_CAP","A","1987",17326.419485,"E"
"SWE","GDP","TOT","USD_CAP","A","1988",18309.066701,"E"
"SWE","GDP","TOT","USD_CAP","A","1989",19394.849392,"E"
"SWE","GDP","TOT","USD_CAP","A","1990",20107.817704,"E"
"SWE","GDP","TOT","USD_CAP","A","1991",20400.762979,"E"
"SWE","GDP","TOT","USD_CAP","A","1992",20502.712961,"E"
"SWE","GDP","TOT","USD_CAP","A","1993",20437.40483,
"SWE","GDP","TOT","USD_CAP","A","1994",21571.868131,
"SWE","GDP","TOT","USD_CAP","A","1995",22788.111236,
"SWE","GDP","TOT","USD_CAP","A","1996",23600.15959,
"SWE","GDP","TOT","USD_CAP","A","1997",24452.540101,
"SWE","GDP","TOT","USD_CAP","A","1998",25483.335059,
"SWE","GDP","TOT","USD_CAP","A","1999",27148.296072,
"SWE","GDP","TOT","USD_CAP","A","2000",29275.869266,
"SWE","GDP","TOT","USD_CAP","A","2001",29658.513851,
"SWE","GDP","TOT","USD_CAP","A","2002",30587.619502,
"SWE","GDP","TOT","USD_CAP","A","2003",31470.710007,
"SWE","GDP","TOT","USD_CAP","A","2004",33540.134806,
"SWE","GDP","TOT","USD_CAP","A","2005",33967.082653,
"SWE","GDP","TOT","USD_CAP","A","2006",37423.177981,
"SWE","GDP","TOT","USD_CAP","A","2007",40572.723559,
"SWE","GDP","TOT","USD_CAP","A","2008",41853.864867,
"SWE","GDP","TOT","USD_CAP","A","2009",39645.720891,
"SWE","GDP","TOT","USD_CAP","A","2010",41628.088249,
"SWE","GDP","TOT","USD_CAP","A","2011",43755.122858,
"SWE","GDP","TOT","USD_CAP","A","2012",44724.851249,
"SWE","GDP","TOT","USD_CAP","A","2013",45673.073298,
"SWE","GDP","TOT","USD_CAP","A","2014",46524.230473,
"SWE","GDP","TOT","USD_CAP","A","2015",47891.209381,
"SWE","GDP","TOT","USD_CAP","A","2016",48853.279783,
"CHE","GDP","TOT","USD_CAP","A","1970",7159.603813,"E"
"CHE","GDP","TOT","USD_CAP","A","1971",7735.577477,"E"
"CHE","GDP","TOT","USD_CAP","A","1972",8253.201529,"E"
"CHE","GDP","TOT","USD_CAP","A","1973",8912.383062,"E"
"CHE","GDP","TOT","USD_CAP","A","1974",9825.548611,"E"
"CHE","GDP","TOT","USD_CAP","A","1975",10041.425275,"E"
"CHE","GDP","TOT","USD_CAP","A","1976",10559.683408,"E"
"CHE","GDP","TOT","USD_CAP","A","1977",11518.339769,"E"
"CHE","GDP","TOT","USD_CAP","A","1978",12345.947197,"E"
"CHE","GDP","TOT","USD_CAP","A","1979",13658.800835,"E"
"CHE","GDP","TOT","USD_CAP","A","1980",15492.000555,
"CHE","GDP","TOT","USD_CAP","A","1981",17091.995573,
"CHE","GDP","TOT","USD_CAP","A","1982",17809.195113,
"CHE","GDP","TOT","USD_CAP","A","1983",18588.315863,
"CHE","GDP","TOT","USD_CAP","A","1984",19756.308691,
"CHE","GDP","TOT","USD_CAP","A","1985",21046.273837,
"CHE","GDP","TOT","USD_CAP","A","1986",21738.140642,
"CHE","GDP","TOT","USD_CAP","A","1987",22488.571636,
"CHE","GDP","TOT","USD_CAP","A","1988",23849.510478,
"CHE","GDP","TOT","USD_CAP","A","1989",25651.777183,
"CHE","GDP","TOT","USD_CAP","A","1990",27280.968528,
"CHE","GDP","TOT","USD_CAP","A","1991",27590.622877,
"CHE","GDP","TOT","USD_CAP","A","1992",27951.249712,
"CHE","GDP","TOT","USD_CAP","A","1993",28393.088039,
"CHE","GDP","TOT","USD_CAP","A","1994",29165.242479,
"CHE","GDP","TOT","USD_CAP","A","1995",29669.558561,
"CHE","GDP","TOT","USD_CAP","A","1996",30284.004099,
"CHE","GDP","TOT","USD_CAP","A","1997",31524.390341,
"CHE","GDP","TOT","USD_CAP","A","1998",32613.258037,
"CHE","GDP","TOT","USD_CAP","A","1999",33505.301143,
"CHE","GDP","TOT","USD_CAP","A","2000",35428.549425,
"CHE","GDP","TOT","USD_CAP","A","2001",36552.821985,
"CHE","GDP","TOT","USD_CAP","A","2002",37466.381843,
"CHE","GDP","TOT","USD_CAP","A","2003",37460.724379,
"CHE","GDP","TOT","USD_CAP","A","2004",38927.089665,
"CHE","GDP","TOT","USD_CAP","A","2005",40326.87635,
"CHE","GDP","TOT","USD_CAP","A","2006",44865.23766,
"CHE","GDP","TOT","USD_CAP","A","2007",49491.674702,
"CHE","GDP","TOT","USD_CAP","A","2008",52362.64918,
"CHE","GDP","TOT","USD_CAP","A","2009",51555.312676,
"CHE","GDP","TOT","USD_CAP","A","2010",52911.374735,
"CHE","GDP","TOT","USD_CAP","A","2011",56183.817871,
"CHE","GDP","TOT","USD_CAP","A","2012",57849.601723,
"CHE","GDP","TOT","USD_CAP","A","2013",60108.540531,
"CHE","GDP","TOT","USD_CAP","A","2014",61902.16174,
"CHE","GDP","TOT","USD_CAP","A","2015",63648.30306,
"CHE","GDP","TOT","USD_CAP","A","2016",63888.708682,"P"
"TUR","GDP","TOT","USD_CAP","A","1970",1780.613673,"E"
"TUR","GDP","TOT","USD_CAP","A","1971",1926.446884,"E"
"TUR","GDP","TOT","USD_CAP","A","1972",2105.774708,"E"
"TUR","GDP","TOT","USD_CAP","A","1973",2236.188561,"E"
"TUR","GDP","TOT","USD_CAP","A","1974",2509.847585,"E"
"TUR","GDP","TOT","USD_CAP","A","1975",2862.595057,"E"
"TUR","GDP","TOT","USD_CAP","A","1976",3267.437616,"E"
"TUR","GDP","TOT","USD_CAP","A","1977",3515.000777,"E"
"TUR","GDP","TOT","USD_CAP","A","1978",3740.285725,"E"
"TUR","GDP","TOT","USD_CAP","A","1979",3941.530979,"E"
"TUR","GDP","TOT","USD_CAP","A","1980",4106.244644,"E"
"TUR","GDP","TOT","USD_CAP","A","1981",4593.677642,"E"
"TUR","GDP","TOT","USD_CAP","A","1982",4928.244912,"E"
"TUR","GDP","TOT","USD_CAP","A","1983",5245.267683,"E"
"TUR","GDP","TOT","USD_CAP","A","1984",5653.478509,"E"
"TUR","GDP","TOT","USD_CAP","A","1985",5932.38786,"E"
"TUR","GDP","TOT","USD_CAP","A","1986",6328.958353,"E"
"TUR","GDP","TOT","USD_CAP","A","1987",6985.240006,"E"
"TUR","GDP","TOT","USD_CAP","A","1988",7258.6362,"E"
"TUR","GDP","TOT","USD_CAP","A","1989",7430.925357,"E"
"TUR","GDP","TOT","USD_CAP","A","1990",8277.254801,"E"
"TUR","GDP","TOT","USD_CAP","A","1991",8488.02612,"E"
"TUR","GDP","TOT","USD_CAP","A","1992",9050.722859,"E"
"TUR","GDP","TOT","USD_CAP","A","1993",9850.994904,"E"
"TUR","GDP","TOT","USD_CAP","A","1994",9362.385823,"E"
"TUR","GDP","TOT","USD_CAP","A","1995",10087.406985,"E"
"TUR","GDP","TOT","USD_CAP","A","1996",10807.959367,"E"
"TUR","GDP","TOT","USD_CAP","A","1997",11635.956458,"E"
"TUR","GDP","TOT","USD_CAP","A","1998",8923.511862,
"TUR","GDP","TOT","USD_CAP","A","1999",8608.417262,
"TUR","GDP","TOT","USD_CAP","A","2000",9431.352032,
"TUR","GDP","TOT","USD_CAP","A","2001",9089.597607,
"TUR","GDP","TOT","USD_CAP","A","2002",9207.886408,
"TUR","GDP","TOT","USD_CAP","A","2003",9490.692786,
"TUR","GDP","TOT","USD_CAP","A","2004",10749.720932,
"TUR","GDP","TOT","USD_CAP","A","2005",11772.988911,
"TUR","GDP","TOT","USD_CAP","A","2006",13497.951415,
"TUR","GDP","TOT","USD_CAP","A","2007",14712.884678,
"TUR","GDP","TOT","USD_CAP","A","2008",15901.07695,
"TUR","GDP","TOT","USD_CAP","A","2009",15330.480807,
"TUR","GDP","TOT","USD_CAP","A","2010",17281.327027,
"TUR","GDP","TOT","USD_CAP","A","2011",19517.181462,
"TUR","GDP","TOT","USD_CAP","A","2012",20549.293077,"E"
"TUR","GDP","TOT","USD_CAP","A","2013",22314.403668,"E"
"TUR","GDP","TOT","USD_CAP","A","2014",24158.80637,"E"
"TUR","GDP","TOT","USD_CAP","A","2015",25111.776455,"E"
"TUR","GDP","TOT","USD_CAP","A","2016",25655.471775,"E"
"GBR","GDP","TOT","USD_CAP","A","1960",2186.298678,
"GBR","GDP","TOT","USD_CAP","A","1961",2248.226997,
"GBR","GDP","TOT","USD_CAP","A","1962",2296.179887,
"GBR","GDP","TOT","USD_CAP","A","1963",2419.069763,
"GBR","GDP","TOT","USD_CAP","A","1964",2563.492244,
"GBR","GDP","TOT","USD_CAP","A","1965",2694.142395,
"GBR","GDP","TOT","USD_CAP","A","1966",2834.567525,
"GBR","GDP","TOT","USD_CAP","A","1967",2976.523362,
"GBR","GDP","TOT","USD_CAP","A","1968",3268.199673,
"GBR","GDP","TOT","USD_CAP","A","1969",3507.172729,
"GBR","GDP","TOT","USD_CAP","A","1970",3613.939033,
"GBR","GDP","TOT","USD_CAP","A","1971",3908.962621,
"GBR","GDP","TOT","USD_CAP","A","1972",4240.817118,
"GBR","GDP","TOT","USD_CAP","A","1973",4751.97484,
"GBR","GDP","TOT","USD_CAP","A","1974",5050.103789,
"GBR","GDP","TOT","USD_CAP","A","1975",5437.170274,
"GBR","GDP","TOT","USD_CAP","A","1976",5903.572983,
"GBR","GDP","TOT","USD_CAP","A","1977",6425.918064,
"GBR","GDP","TOT","USD_CAP","A","1978",7167.595397,
"GBR","GDP","TOT","USD_CAP","A","1979",8040.782944,
"GBR","GDP","TOT","USD_CAP","A","1980",8574.469157,
"GBR","GDP","TOT","USD_CAP","A","1981",9298.100287,
"GBR","GDP","TOT","USD_CAP","A","1982",10085.461506,
"GBR","GDP","TOT","USD_CAP","A","1983",10921.434118,
"GBR","GDP","TOT","USD_CAP","A","1984",11547.301757,
"GBR","GDP","TOT","USD_CAP","A","1985",12384.882471,
"GBR","GDP","TOT","USD_CAP","A","1986",12999.625981,
"GBR","GDP","TOT","USD_CAP","A","1987",14009.060223,
"GBR","GDP","TOT","USD_CAP","A","1988",15302.709087,
"GBR","GDP","TOT","USD_CAP","A","1989",16260.161533,
"GBR","GDP","TOT","USD_CAP","A","1990",16937.26821,
"GBR","GDP","TOT","USD_CAP","A","1991",17250.294124,
"GBR","GDP","TOT","USD_CAP","A","1992",17664.605566,
"GBR","GDP","TOT","USD_CAP","A","1993",18500.440298,
"GBR","GDP","TOT","USD_CAP","A","1994",19577.051936,
"GBR","GDP","TOT","USD_CAP","A","1995",20421.423285,
"GBR","GDP","TOT","USD_CAP","A","1996",21746.699482,
"GBR","GDP","TOT","USD_CAP","A","1997",22933.078207,
"GBR","GDP","TOT","USD_CAP","A","1998",23455.686578,
"GBR","GDP","TOT","USD_CAP","A","1999",24170.613488,
"GBR","GDP","TOT","USD_CAP","A","2000",26248.776267,
"GBR","GDP","TOT","USD_CAP","A","2001",27465.70144,
"GBR","GDP","TOT","USD_CAP","A","2002",28809.080237,
"GBR","GDP","TOT","USD_CAP","A","2003",30049.308252,
"GBR","GDP","TOT","USD_CAP","A","2004",31753.016632,
"GBR","GDP","TOT","USD_CAP","A","2005",32430.546433,
"GBR","GDP","TOT","USD_CAP","A","2006",34511.94412,
"GBR","GDP","TOT","USD_CAP","A","2007",35291.379945,
"GBR","GDP","TOT","USD_CAP","A","2008",36247.53199,
"GBR","GDP","TOT","USD_CAP","A","2009",34598.583836,
"GBR","GDP","TOT","USD_CAP","A","2010",35879.655706,
"GBR","GDP","TOT","USD_CAP","A","2011",36592.891824,
"GBR","GDP","TOT","USD_CAP","A","2012",37702.821047,
"GBR","GDP","TOT","USD_CAP","A","2013",39321.764386,
"GBR","GDP","TOT","USD_CAP","A","2014",40717.413251,
"GBR","GDP","TOT","USD_CAP","A","2015",41591.886876,
"GBR","GDP","TOT","USD_CAP","A","2016",42622.168842,
"USA","GDP","TOT","USD_CAP","A","1970",5245.93713,
"USA","GDP","TOT","USD_CAP","A","1971",5622.604626,
"USA","GDP","TOT","USD_CAP","A","1972",6109.110916,
"USA","GDP","TOT","USD_CAP","A","1973",6740.378128,
"USA","GDP","TOT","USD_CAP","A","1974",7240.951295,
"USA","GDP","TOT","USD_CAP","A","1975",7819.775814,
"USA","GDP","TOT","USD_CAP","A","1976",8609.38804,
"USA","GDP","TOT","USD_CAP","A","1977",9469.156426,
"USA","GDP","TOT","USD_CAP","A","1978",10585.193304,
"USA","GDP","TOT","USD_CAP","A","1979",11692.904676,
"USA","GDP","TOT","USD_CAP","A","1980",12569.952487,
"USA","GDP","TOT","USD_CAP","A","1981",13960.192689,
"USA","GDP","TOT","USD_CAP","A","1982",14404.529365,
"USA","GDP","TOT","USD_CAP","A","1983",15525.500036,
"USA","GDP","TOT","USD_CAP","A","1984",17093.043817,
"USA","GDP","TOT","USD_CAP","A","1985",18224.841304,
"USA","GDP","TOT","USD_CAP","A","1986",19071.371888,
"USA","GDP","TOT","USD_CAP","A","1987",20055.002615,
"USA","GDP","TOT","USD_CAP","A","1988",21433.965421,
"USA","GDP","TOT","USD_CAP","A","1989",22869.807225,
"USA","GDP","TOT","USD_CAP","A","1990",23901.051639,
"USA","GDP","TOT","USD_CAP","A","1991",24352.31728,
"USA","GDP","TOT","USD_CAP","A","1992",25452.468064,
"USA","GDP","TOT","USD_CAP","A","1993",26427.943538,
"USA","GDP","TOT","USD_CAP","A","1994",27741.94834,
"USA","GDP","TOT","USD_CAP","A","1995",28748.705868,
"USA","GDP","TOT","USD_CAP","A","1996",30032.556708,
"USA","GDP","TOT","USD_CAP","A","1997",31537.873959,
"USA","GDP","TOT","USD_CAP","A","1998",32913.403391,
"USA","GDP","TOT","USD_CAP","A","1999",34585.233131,
"USA","GDP","TOT","USD_CAP","A","2000",36419.447022,
"USA","GDP","TOT","USD_CAP","A","2001",37240.15777,
"USA","GDP","TOT","USD_CAP","A","2002",38122.324669,
"USA","GDP","TOT","USD_CAP","A","2003",39606.470171,
"USA","GDP","TOT","USD_CAP","A","2004",41856.5242,
"USA","GDP","TOT","USD_CAP","A","2005",44236.606947,
"USA","GDP","TOT","USD_CAP","A","2006",46368.987143,
"USA","GDP","TOT","USD_CAP","A","2007",47987.494034,
"USA","GDP","TOT","USD_CAP","A","2008",48330.061765,
"USA","GDP","TOT","USD_CAP","A","2009",46929.888686,
"USA","GDP","TOT","USD_CAP","A","2010",48303.175264,
"USA","GDP","TOT","USD_CAP","A","2011",49718.775832,
"USA","GDP","TOT","USD_CAP","A","2012",51388.157531,
"USA","GDP","TOT","USD_CAP","A","2013",52726.31559,
"USA","GDP","TOT","USD_CAP","A","2014",54651.362395,
"USA","GDP","TOT","USD_CAP","A","2015",56420.415166,
"USA","GDP","TOT","USD_CAP","A","2016",57591.197652,
"CHL","GDP","TOT","USD_CAP","A","1986",3367.59832,"E"
"CHL","GDP","TOT","USD_CAP","A","1987",3618.003981,"E"
"CHL","GDP","TOT","USD_CAP","A","1988",3950.577178,"E"
"CHL","GDP","TOT","USD_CAP","A","1989",4462.218044,"E"
"CHL","GDP","TOT","USD_CAP","A","1990",4719.980303,"E"
"CHL","GDP","TOT","USD_CAP","A","1991",5170.360006,"E"
"CHL","GDP","TOT","USD_CAP","A","1992",5831.826785,"E"
"CHL","GDP","TOT","USD_CAP","A","1993",6275.993345,"E"
"CHL","GDP","TOT","USD_CAP","A","1994",6658.966111,"E"
"CHL","GDP","TOT","USD_CAP","A","1995",7393.226604,"E"
"CHL","GDP","TOT","USD_CAP","A","1996",7975.179245,
"CHL","GDP","TOT","USD_CAP","A","1997",8596.073482,
"CHL","GDP","TOT","USD_CAP","A","1998",8943.900341,
"CHL","GDP","TOT","USD_CAP","A","1999",8923.99909,
"CHL","GDP","TOT","USD_CAP","A","2000",9488.037995,
"CHL","GDP","TOT","USD_CAP","A","2001",9912.846258,
"CHL","GDP","TOT","USD_CAP","A","2002",10263.120089,
"CHL","GDP","TOT","USD_CAP","A","2003",10776.99148,
"CHL","GDP","TOT","USD_CAP","A","2004",11745.809842,
"CHL","GDP","TOT","USD_CAP","A","2005",12667.853587,
"CHL","GDP","TOT","USD_CAP","A","2006",15671.658902,
"CHL","GDP","TOT","USD_CAP","A","2007",16862.702336,
"CHL","GDP","TOT","USD_CAP","A","2008",16450.941222,
"CHL","GDP","TOT","USD_CAP","A","2009",16131.939807,
"CHL","GDP","TOT","USD_CAP","A","2010",18158.514525,
"CHL","GDP","TOT","USD_CAP","A","2011",20302.78871,
"CHL","GDP","TOT","USD_CAP","A","2012",21446.537619,
"CHL","GDP","TOT","USD_CAP","A","2013",22352.530726,
"CHL","GDP","TOT","USD_CAP","A","2014",22727.002423,
"CHL","GDP","TOT","USD_CAP","A","2015",22293.505129,
"CHL","GDP","TOT","USD_CAP","A","2016",22726.686202,"E"
"CHN","GDP","TOT","USD_CAP","A","1980",310.887532,
"CHN","GDP","TOT","USD_CAP","A","1981",349.807004,
"CHN","GDP","TOT","USD_CAP","A","1982",396.543201,
"CHN","GDP","TOT","USD_CAP","A","1983",450.663023,
"CHN","GDP","TOT","USD_CAP","A","1984",530.792693,
"CHN","GDP","TOT","USD_CAP","A","1985",613.123976,
"CHN","GDP","TOT","USD_CAP","A","1986",670.716058,
"CHN","GDP","TOT","USD_CAP","A","1987",755.165537,
"CHN","GDP","TOT","USD_CAP","A","1988",856.156818,
"CHN","GDP","TOT","USD_CAP","A","1989",912.768798,
"CHN","GDP","TOT","USD_CAP","A","1990",979.538645,
"CHN","GDP","TOT","USD_CAP","A","1991",1091.984437,
"CHN","GDP","TOT","USD_CAP","A","1992",1260.977649,
"CHN","GDP","TOT","USD_CAP","A","1993",1453.3119,
"CHN","GDP","TOT","USD_CAP","A","1994",1659.299877,
"CHN","GDP","TOT","USD_CAP","A","1995",1859.657394,
"CHN","GDP","TOT","USD_CAP","A","1996",2060.045593,
"CHN","GDP","TOT","USD_CAP","A","1997",2265.815295,
"CHN","GDP","TOT","USD_CAP","A","1998",2447.447551,
"CHN","GDP","TOT","USD_CAP","A","1999",2653.628503,
"CHN","GDP","TOT","USD_CAP","A","2000",2922.241876,
"CHN","GDP","TOT","USD_CAP","A","2001",3215.673982,
"CHN","GDP","TOT","USD_CAP","A","2002",3540.245226,
"CHN","GDP","TOT","USD_CAP","A","2003",3949.412082,
"CHN","GDP","TOT","USD_CAP","A","2004",4442.162984,
"CHN","GDP","TOT","USD_CAP","A","2005",5077.604522,
"CHN","GDP","TOT","USD_CAP","A","2006",5868.23174,
"CHN","GDP","TOT","USD_CAP","A","2007",6846.292802,
"CHN","GDP","TOT","USD_CAP","A","2008",7615.72822,
"CHN","GDP","TOT","USD_CAP","A","2009",8354.100051,
"CHN","GDP","TOT","USD_CAP","A","2010",9310.817374,
"CHN","GDP","TOT","USD_CAP","A","2011",10359.549328,
"CHN","GDP","TOT","USD_CAP","A","2012",11323.021977,
"CHN","GDP","TOT","USD_CAP","A","2013",12337.607875,
"CHN","GDP","TOT","USD_CAP","A","2014",13405.02714,
"CHN","GDP","TOT","USD_CAP","A","2015",14338.354124,
"COL","GDP","TOT","USD_CAP","A","2000",6603.048676,
"COL","GDP","TOT","USD_CAP","A","2001",6779.693554,
"COL","GDP","TOT","USD_CAP","A","2002",6968.16344,
"COL","GDP","TOT","USD_CAP","A","2003",7293.794062,
"COL","GDP","TOT","USD_CAP","A","2004",7797.230571,
"COL","GDP","TOT","USD_CAP","A","2005",8324.714657,
"COL","GDP","TOT","USD_CAP","A","2006",9046.028501,
"COL","GDP","TOT","USD_CAP","A","2007",9809.877945,
"COL","GDP","TOT","USD_CAP","A","2008",10234.929874,
"COL","GDP","TOT","USD_CAP","A","2009",10359.991385,
"COL","GDP","TOT","USD_CAP","A","2010",10775.871163,
"COL","GDP","TOT","USD_CAP","A","2011",11586.873582,
"COL","GDP","TOT","USD_CAP","A","2012",12135.912787,
"COL","GDP","TOT","USD_CAP","A","2013",12784.965641,"E"
"COL","GDP","TOT","USD_CAP","A","2014",13431.517617,
"COL","GDP","TOT","USD_CAP","A","2015",13833.175621,
"COL","GDP","TOT","USD_CAP","A","2016",14010.953978,"E"
"EST","GDP","TOT","USD_CAP","A","1993",5572.512773,"E"
"EST","GDP","TOT","USD_CAP","A","1994",5727.623558,"E"
"EST","GDP","TOT","USD_CAP","A","1995",6233.73568,
"EST","GDP","TOT","USD_CAP","A","1996",6778.023327,
"EST","GDP","TOT","USD_CAP","A","1997",7802.404007,
"EST","GDP","TOT","USD_CAP","A","1998",8317.105156,
"EST","GDP","TOT","USD_CAP","A","1999",8435.213415,
"EST","GDP","TOT","USD_CAP","A","2000",9390.760261,
"EST","GDP","TOT","USD_CAP","A","2001",10277.404527,
"EST","GDP","TOT","USD_CAP","A","2002",11555.845531,
"EST","GDP","TOT","USD_CAP","A","2003",13021.236897,
"EST","GDP","TOT","USD_CAP","A","2004",14384.99362,
"EST","GDP","TOT","USD_CAP","A","2005",16466.022729,
"EST","GDP","TOT","USD_CAP","A","2006",19205.014189,
"EST","GDP","TOT","USD_CAP","A","2007",21924.195032,
"EST","GDP","TOT","USD_CAP","A","2008",22641.840129,
"EST","GDP","TOT","USD_CAP","A","2009",20480.507046,
"EST","GDP","TOT","USD_CAP","A","2010",21573.177747,
"EST","GDP","TOT","USD_CAP","A","2011",24501.344422,
"EST","GDP","TOT","USD_CAP","A","2012",25973.316907,
"EST","GDP","TOT","USD_CAP","A","2013",27449.852709,
"EST","GDP","TOT","USD_CAP","A","2014",28511.185532,
"EST","GDP","TOT","USD_CAP","A","2015",28734.990002,
"EST","GDP","TOT","USD_CAP","A","2016",29740.839398,
"IND","GDP","TOT","USD_CAP","A","2004",2718.693189,
"IND","GDP","TOT","USD_CAP","A","2005",3018.860861,
"IND","GDP","TOT","USD_CAP","A","2006",3351.377915,
"IND","GDP","TOT","USD_CAP","A","2007",3725.078479,
"IND","GDP","TOT","USD_CAP","A","2008",3858.949899,
"IND","GDP","TOT","USD_CAP","A","2009",4242.564793,
"IDN","GDP","TOT","USD_CAP","A","1993",4523.269249,"E"
"IDN","GDP","TOT","USD_CAP","A","1994",4888.212072,"E"
"IDN","GDP","TOT","USD_CAP","A","1995",5315.570473,"E"
"IDN","GDP","TOT","USD_CAP","A","1996",5746.409998,"E"
"IDN","GDP","TOT","USD_CAP","A","1997",6027.274838,"E"
"IDN","GDP","TOT","USD_CAP","A","1998",5214.195628,"E"
"IDN","GDP","TOT","USD_CAP","A","1999",5257.571918,"E"
"IDN","GDP","TOT","USD_CAP","A","2000",5192.637844,"E"
"IDN","GDP","TOT","USD_CAP","A","2001",5428.708668,"E"
"IDN","GDP","TOT","USD_CAP","A","2002",5680.772353,"E"
"IDN","GDP","TOT","USD_CAP","A","2003",5987.474248,"E"
"IDN","GDP","TOT","USD_CAP","A","2004",6372.662348,"E"
"IDN","GDP","TOT","USD_CAP","A","2005",6856.464422,"E"
"IDN","GDP","TOT","USD_CAP","A","2006",7358.969249,"E"
"IDN","GDP","TOT","USD_CAP","A","2007",7931.092062,"E"
"IDN","GDP","TOT","USD_CAP","A","2008",8464.897746,
"IDN","GDP","TOT","USD_CAP","A","2009",8637.561392,
"IDN","GDP","TOT","USD_CAP","A","2010",8432.687957,
"IDN","GDP","TOT","USD_CAP","A","2011",8973.551846,"E"
"IDN","GDP","TOT","USD_CAP","A","2012",9554.344552,"E"
"IDN","GDP","TOT","USD_CAP","A","2013",10108.433982,"E"
"IDN","GDP","TOT","USD_CAP","A","2014",10661.157547,"E"
"IDN","GDP","TOT","USD_CAP","A","2015",11150.258036,"E"
"ISR","GDP","TOT","USD_CAP","A","1995",19743.647884,
"ISR","GDP","TOT","USD_CAP","A","1996",20778.379173,
"ISR","GDP","TOT","USD_CAP","A","1997",21436.643551,
"ISR","GDP","TOT","USD_CAP","A","1998",22025.570605,
"ISR","GDP","TOT","USD_CAP","A","1999",22556.217741,
"ISR","GDP","TOT","USD_CAP","A","2000",24876.876864,
"ISR","GDP","TOT","USD_CAP","A","2001",24864.263527,
"ISR","GDP","TOT","USD_CAP","A","2002",25133.570572,
"ISR","GDP","TOT","USD_CAP","A","2003",23713.339186,
"ISR","GDP","TOT","USD_CAP","A","2004",25126.250516,
"ISR","GDP","TOT","USD_CAP","A","2005",24709.148938,
"ISR","GDP","TOT","USD_CAP","A","2006",25550.387745,
"ISR","GDP","TOT","USD_CAP","A","2007",27349.883952,
"ISR","GDP","TOT","USD_CAP","A","2008",27241.817117,
"ISR","GDP","TOT","USD_CAP","A","2009",27511.418957,
"ISR","GDP","TOT","USD_CAP","A","2010",28838.905243,
